age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit,balance_per_second
49,management,married,tertiary,no,22520,no,no,cellular,21,nov,579,9,-1,0,unknown,yes,38.894645941278064
59,technician,married,secondary,no,259,no,no,cellular,18,mar,224,1,-1,0,unknown,yes,1.15625
33,technician,single,tertiary,no,1636,yes,no,cellular,4,may,592,1,66,1,success,yes,2.7635135135135136
55,management,divorced,tertiary,no,2383,no,no,cellular,3,jun,591,2,-1,0,unknown,yes,4.032148900169204
35,admin.,divorced,secondary,no,1085,no,no,cellular,5,jun,199,1,86,7,success,yes,5.452261306532663
31,management,married,tertiary,no,10884,no,no,cellular,10,aug,294,3,98,2,success,yes,37.02040816326531
46,management,married,tertiary,no,1600,yes,yes,cellular,11,aug,1244,1,-1,0,unknown,yes,1.2861736334405145
57,blue-collar,married,primary,no,3109,no,no,cellular,15,sep,107,2,105,2,success,yes,29.05607476635514
32,management,divorced,tertiary,no,883,yes,no,cellular,10,dec,798,1,185,5,other,yes,1.1065162907268171
38,management,married,unknown,no,76,no,no,cellular,16,mar,261,1,-1,0,unknown,yes,0.29118773946360155
19,student,single,secondary,no,394,no,no,cellular,5,apr,327,3,-1,0,unknown,yes,1.2048929663608563
34,services,single,secondary,no,267,no,no,cellular,8,jul,449,2,-1,0,unknown,yes,0.5946547884187082
34,management,single,tertiary,no,417,yes,no,cellular,5,aug,270,1,174,15,failure,yes,1.5444444444444445
60,retired,divorced,secondary,no,514,no,no,cellular,15,oct,187,2,213,10,success,yes,2.748663101604278
40,management,divorced,tertiary,no,858,no,no,cellular,26,oct,202,2,-1,0,unknown,yes,4.247524752475248
62,housemaid,married,secondary,no,2,no,no,cellular,3,nov,322,1,-1,0,unknown,yes,0.006211180124223602
45,student,single,unknown,no,1527,no,no,cellular,8,mar,132,1,-1,0,unknown,yes,11.568181818181818
45,admin.,divorced,secondary,no,0,yes,no,cellular,17,nov,102,1,-1,0,unknown,no,0.0
45,management,divorced,tertiary,no,3150,yes,no,cellular,17,nov,101,2,-1,0,unknown,no,31.18811881188119
30,services,single,unknown,no,138,yes,no,cellular,20,apr,187,1,-1,0,unknown,no,0.7379679144385026
32,management,single,tertiary,no,0,yes,yes,cellular,17,nov,107,2,-1,0,unknown,no,0.0
40,management,married,tertiary,no,16,no,yes,cellular,9,feb,47,4,-1,0,unknown,no,0.3404255319148936
31,management,married,tertiary,no,546,no,no,cellular,7,aug,147,2,-1,0,unknown,no,3.7142857142857144
53,admin.,married,secondary,no,578,no,no,cellular,29,aug,59,2,-1,0,unknown,no,9.796610169491526
41,entrepreneur,married,tertiary,no,221,yes,no,unknown,14,may,57,2,-1,0,unknown,no,3.8771929824561404
23,blue-collar,married,secondary,no,94,yes,no,unknown,5,may,193,1,-1,0,unknown,no,0.48704663212435234
42,management,married,tertiary,no,2110,no,yes,cellular,31,jul,106,2,-1,0,unknown,no,19.90566037735849
27,blue-collar,married,secondary,no,197,no,no,telephone,23,jul,222,1,-1,0,unknown,no,0.8873873873873874
42,blue-collar,single,primary,no,-68,yes,yes,unknown,26,may,167,1,-1,0,unknown,no,-0.40718562874251496
52,technician,married,secondary,no,930,yes,no,unknown,2,jun,94,16,-1,0,unknown,no,9.893617021276595
32,management,married,tertiary,no,2458,yes,no,cellular,4,may,77,2,-1,0,unknown,no,31.92207792207792
48,technician,married,unknown,no,67,yes,no,unknown,14,may,328,4,-1,0,unknown,no,0.20426829268292682
46,blue-collar,married,primary,no,-44,no,yes,telephone,22,aug,16,13,-1,0,unknown,no,-2.75
34,entrepreneur,married,secondary,no,456,yes,yes,cellular,28,aug,137,8,-1,0,unknown,no,3.3284671532846715
50,entrepreneur,married,secondary,no,556,yes,no,unknown,16,may,130,2,-1,0,unknown,no,4.276923076923077
33,blue-collar,married,primary,no,141,yes,no,unknown,21,may,578,2,-1,0,unknown,no,0.24394463667820068
51,management,married,primary,no,6298,yes,no,unknown,20,jun,14,3,-1,0,unknown,no,449.85714285714283
47,retired,married,secondary,no,-71,yes,no,cellular,11,aug,293,5,-1,0,unknown,no,-0.24232081911262798
35,technician,single,tertiary,no,2453,yes,no,cellular,13,aug,119,2,-1,0,unknown,no,20.613445378151262
33,management,single,tertiary,no,541,yes,yes,unknown,21,may,572,1,-1,0,unknown,no,0.9458041958041958
45,blue-collar,married,primary,no,2388,no,no,cellular,11,aug,317,2,-1,0,unknown,no,7.533123028391167
47,technician,divorced,tertiary,no,694,yes,no,cellular,11,may,1001,4,-1,0,unknown,no,0.6933066933066933
50,technician,married,secondary,no,892,yes,yes,unknown,15,may,234,1,-1,0,unknown,no,3.8119658119658117
43,services,married,primary,no,2567,yes,no,cellular,14,may,109,1,360,2,failure,no,23.55045871559633
38,technician,married,secondary,no,1,yes,no,cellular,21,nov,57,5,199,1,success,no,0.017543859649122806
43,self-employed,married,secondary,no,918,yes,no,unknown,6,may,193,1,-1,0,unknown,no,4.756476683937824
31,technician,single,tertiary,no,-749,yes,yes,cellular,29,jul,82,4,-1,0,unknown,no,-9.134146341463415
35,blue-collar,married,secondary,no,-701,yes,yes,cellular,7,may,531,3,-1,0,unknown,no,-1.32015065913371
53,admin.,divorced,secondary,no,223,yes,yes,cellular,22,jul,534,1,-1,0,unknown,no,0.41760299625468167
39,management,married,tertiary,no,1241,yes,no,cellular,5,jun,138,2,-1,0,unknown,no,8.992753623188406
38,unemployed,married,secondary,no,995,no,no,unknown,26,jul,84,1,-1,0,unknown,no,11.845238095238095
31,management,single,tertiary,no,0,yes,no,cellular,8,sep,76,1,-1,0,unknown,no,0.0
29,management,married,tertiary,no,199,yes,yes,unknown,7,may,1689,4,-1,0,unknown,yes,0.11782119597394908
45,blue-collar,divorced,primary,no,-311,yes,no,unknown,23,may,1030,1,-1,0,unknown,yes,-0.30194174757281556
38,technician,married,secondary,no,976,yes,no,cellular,14,jul,766,3,-1,0,unknown,yes,1.2741514360313315
27,technician,married,secondary,no,-392,yes,no,cellular,23,jul,228,2,-1,0,unknown,yes,-1.719298245614035
54,retired,married,secondary,no,1371,no,no,telephone,25,jul,1492,2,-1,0,unknown,yes,0.9189008042895442
54,technician,married,secondary,no,114,no,no,cellular,30,jul,458,3,-1,0,unknown,yes,0.24890829694323144
57,technician,married,tertiary,no,6822,no,no,cellular,7,aug,797,2,-1,0,unknown,yes,8.559598494353827
38,management,married,tertiary,no,1223,no,no,cellular,12,aug,1092,5,-1,0,unknown,yes,1.11996336996337
52,management,married,tertiary,no,7135,no,no,cellular,19,aug,1032,3,-1,0,unknown,yes,6.913759689922481
30,admin.,single,secondary,no,313,yes,no,cellular,4,feb,1121,2,-1,0,unknown,yes,0.2792149866190901
26,entrepreneur,single,tertiary,no,725,no,no,cellular,5,feb,1916,2,189,29,other,yes,0.37839248434237993
32,technician,married,secondary,no,303,yes,no,cellular,8,apr,150,1,267,4,failure,yes,2.02
40,blue-collar,married,primary,no,830,yes,no,cellular,13,may,873,3,370,2,failure,yes,0.9507445589919816
32,management,married,secondary,no,134,yes,yes,cellular,15,may,532,3,-1,0,unknown,yes,0.2518796992481203
74,retired,married,primary,no,0,no,no,telephone,13,aug,562,2,-1,0,unknown,yes,0.0
30,management,single,tertiary,no,147,no,no,cellular,9,sep,234,1,100,1,failure,yes,0.6282051282051282
53,housemaid,married,primary,no,2581,no,no,cellular,21,oct,828,1,189,1,failure,yes,3.117149758454106
54,technician,married,secondary,no,473,no,yes,cellular,2,nov,182,1,81,1,failure,yes,2.598901098901099
35,admin.,married,secondary,no,304,no,no,cellular,18,mar,237,1,-1,0,unknown,yes,1.2827004219409284
34,technician,single,secondary,no,1279,yes,no,cellular,21,oct,339,3,91,10,success,yes,3.7728613569321534
24,management,single,tertiary,no,1030,no,no,cellular,4,mar,396,2,-1,0,unknown,yes,2.601010101010101
34,blue-collar,married,secondary,no,2495,yes,no,unknown,23,may,924,1,-1,0,unknown,yes,2.70021645021645
34,technician,married,secondary,no,133,no,no,cellular,15,nov,401,2,187,5,success,yes,0.3316708229426434
33,blue-collar,married,secondary,no,-267,yes,no,cellular,20,apr,1030,3,-1,0,unknown,yes,-0.25922330097087376
37,entrepreneur,divorced,secondary,no,175,yes,yes,unknown,13,may,753,6,-1,0,unknown,yes,0.23240371845949534
30,technician,single,secondary,no,2734,no,no,cellular,21,nov,459,3,-1,0,unknown,yes,5.9564270152505445
47,unemployed,married,primary,no,0,no,no,unknown,18,jun,308,1,-1,0,unknown,no,0.0
38,entrepreneur,married,secondary,no,2139,yes,no,unknown,9,may,576,1,-1,0,unknown,no,3.7135416666666665
25,management,single,tertiary,no,493,yes,no,unknown,4,jun,301,1,-1,0,unknown,no,1.6378737541528239
64,retired,divorced,secondary,no,630,no,no,cellular,21,aug,97,1,-1,0,unknown,no,6.494845360824742
28,blue-collar,married,primary,no,674,yes,no,telephone,14,may,921,4,-1,0,unknown,no,0.7318132464712269
42,technician,single,secondary,no,275,no,no,cellular,26,aug,31,8,-1,0,unknown,no,8.870967741935484
47,admin.,married,secondary,no,829,yes,yes,cellular,18,nov,48,1,188,1,failure,no,17.270833333333332
38,entrepreneur,married,secondary,no,680,yes,no,unknown,19,may,144,2,-1,0,unknown,no,4.722222222222222
51,management,single,unknown,no,-461,yes,no,unknown,28,may,33,2,-1,0,unknown,no,-13.969696969696969
46,services,divorced,unknown,no,3390,no,no,unknown,20,jun,152,3,-1,0,unknown,no,22.30263157894737
38,admin.,married,secondary,no,4874,no,no,unknown,6,jun,1291,3,-1,0,unknown,no,3.775367931835786
53,blue-collar,married,secondary,no,-76,no,no,cellular,29,jan,173,1,164,4,other,no,-0.4393063583815029
37,management,divorced,tertiary,no,481,yes,no,cellular,19,aug,97,6,-1,0,unknown,no,4.958762886597938
37,management,married,tertiary,no,-57,yes,no,cellular,31,jul,37,20,-1,0,unknown,no,-1.5405405405405406
39,technician,married,secondary,no,834,yes,yes,cellular,20,apr,390,1,-1,0,unknown,no,2.1384615384615384
58,self-employed,married,secondary,no,9994,no,no,cellular,10,jul,400,1,-1,0,unknown,no,24.985
38,services,married,secondary,no,0,no,yes,cellular,16,jul,1473,6,-1,0,unknown,no,0.0
55,blue-collar,married,secondary,yes,67,no,no,cellular,8,jul,267,2,-1,0,unknown,no,0.250936329588015
38,self-employed,divorced,secondary,no,2674,yes,no,unknown,19,jun,163,2,-1,0,unknown,no,16.404907975460123
30,technician,married,secondary,no,207,yes,no,unknown,23,may,72,2,-1,0,unknown,no,2.875
34,blue-collar,married,tertiary,no,17672,no,no,cellular,20,nov,548,1,-1,0,unknown,no,32.24817518248175
33,blue-collar,married,secondary,no,0,yes,yes,cellular,28,jul,83,12,-1,0,unknown,no,0.0
44,blue-collar,married,secondary,no,2885,yes,no,unknown,30,may,63,3,-1,0,unknown,no,45.79365079365079
29,unemployed,single,unknown,no,67,no,no,cellular,28,jan,330,2,-1,0,unknown,no,0.20303030303030303
59,self-employed,married,tertiary,no,185,no,no,cellular,4,feb,283,1,-1,0,unknown,no,0.6537102473498233
32,management,single,tertiary,no,17,no,no,cellular,22,aug,72,4,-1,0,unknown,no,0.2361111111111111
40,admin.,married,secondary,no,767,yes,no,cellular,6,feb,168,1,-1,0,unknown,no,4.565476190476191
58,retired,married,secondary,no,19,no,yes,cellular,15,jul,106,3,-1,0,unknown,no,0.1792452830188679
50,blue-collar,married,primary,no,859,yes,yes,telephone,9,feb,56,5,196,7,failure,no,15.339285714285714
40,technician,divorced,tertiary,no,0,no,no,unknown,17,jun,522,1,-1,0,unknown,yes,0.0
25,blue-collar,married,secondary,no,101,no,yes,cellular,8,jul,460,3,-1,0,unknown,yes,0.21956521739130436
55,housemaid,married,secondary,no,127,yes,no,telephone,21,jul,1130,8,-1,0,unknown,yes,0.11238938053097346
50,blue-collar,married,unknown,no,2284,yes,no,telephone,31,jul,1088,17,-1,0,unknown,yes,2.099264705882353
42,admin.,single,secondary,no,-247,yes,yes,telephone,21,oct,519,1,166,1,other,yes,-0.47591522157996147
62,housemaid,married,unknown,no,2021,no,no,telephone,26,feb,361,1,-1,0,unknown,yes,5.598337950138504
48,admin.,divorced,secondary,no,4099,no,no,cellular,2,apr,397,2,-1,0,unknown,yes,10.324937027707808
24,student,single,secondary,no,597,yes,no,cellular,20,apr,943,3,-1,0,unknown,yes,0.633085896076352
44,services,divorced,secondary,no,-368,yes,no,cellular,5,may,895,1,-1,0,unknown,yes,-0.4111731843575419
46,technician,married,secondary,no,3,yes,yes,cellular,12,may,614,3,-1,0,unknown,yes,0.004885993485342019
39,management,married,tertiary,no,1738,yes,no,cellular,14,may,633,1,358,1,other,yes,2.7456556082148498
31,technician,single,tertiary,no,882,no,no,cellular,3,jun,411,1,-1,0,unknown,yes,2.145985401459854
25,admin.,single,secondary,no,1871,no,no,cellular,4,jun,136,1,-1,0,unknown,yes,13.757352941176471
28,management,single,secondary,no,171,no,no,cellular,5,jun,324,1,87,1,success,yes,0.5277777777777778
52,technician,married,tertiary,no,2557,no,no,cellular,8,jul,340,1,156,1,other,yes,7.520588235294118
27,management,single,tertiary,no,6791,no,no,cellular,5,aug,179,2,69,26,other,yes,37.93854748603352
75,retired,married,primary,no,2970,no,no,cellular,12,aug,641,1,-1,0,unknown,yes,4.633385335413417
54,technician,married,secondary,no,0,no,no,cellular,6,nov,464,5,192,8,other,yes,0.0
57,management,divorced,unknown,no,2986,no,no,cellular,17,dec,222,2,231,1,failure,yes,13.45045045045045
28,self-employed,single,tertiary,no,4579,no,no,cellular,12,jan,409,2,-1,0,unknown,yes,11.19559902200489
80,retired,married,primary,no,155,no,no,telephone,4,may,209,1,53,3,success,yes,0.7416267942583732
46,blue-collar,married,secondary,no,640,yes,no,cellular,6,may,246,1,55,5,success,yes,2.6016260162601625
32,unemployed,single,secondary,no,1026,yes,no,cellular,13,may,289,1,-1,0,unknown,yes,3.550173010380623
54,retired,married,secondary,no,3538,no,no,cellular,27,may,820,1,-1,0,unknown,yes,4.314634146341463
45,management,single,tertiary,no,4831,no,no,cellular,30,jul,852,3,182,11,success,yes,5.67018779342723
64,retired,divorced,secondary,no,4833,no,no,cellular,20,oct,621,1,181,3,failure,yes,7.782608695652174
31,admin.,single,secondary,no,0,no,no,cellular,17,apr,188,3,-1,0,unknown,yes,0.0
41,technician,married,secondary,no,965,no,no,cellular,22,aug,336,10,-1,0,unknown,yes,2.8720238095238093
36,blue-collar,married,primary,no,378,yes,no,cellular,5,may,1240,1,-1,0,unknown,yes,0.30483870967741933
35,services,single,primary,no,167,no,yes,cellular,11,jul,614,2,-1,0,unknown,yes,0.2719869706840391
32,technician,married,secondary,no,660,no,no,cellular,25,oct,226,2,490,1,failure,yes,2.920353982300885
62,management,married,secondary,no,1128,no,no,cellular,2,sep,236,1,290,3,other,yes,4.779661016949152
26,admin.,single,secondary,no,96,no,no,cellular,6,may,606,1,345,1,failure,no,0.15841584158415842
47,management,married,tertiary,no,866,no,no,unknown,20,jun,7,7,-1,0,unknown,no,123.71428571428571
36,technician,married,primary,no,3350,yes,no,cellular,16,apr,86,1,269,3,other,no,38.95348837209303
28,management,single,tertiary,no,385,no,yes,cellular,9,feb,79,4,193,7,failure,no,4.8734177215189876
54,admin.,married,primary,no,976,yes,no,unknown,3,jun,137,3,-1,0,unknown,no,7.124087591240876
28,management,single,tertiary,no,882,no,yes,cellular,8,jul,107,2,-1,0,unknown,no,8.242990654205608
47,services,married,secondary,no,1764,no,yes,cellular,26,aug,119,6,-1,0,unknown,no,14.823529411764707
31,admin.,married,secondary,no,368,yes,no,cellular,5,may,414,5,361,3,other,no,0.8888888888888888
57,blue-collar,married,primary,no,8403,no,no,unknown,20,jun,11,11,-1,0,unknown,no,763.9090909090909
23,student,single,secondary,no,8494,no,no,cellular,25,aug,158,2,-1,0,unknown,no,53.75949367088607
27,admin.,single,tertiary,no,689,no,no,cellular,26,jan,98,1,307,1,failure,no,7.030612244897959
41,technician,single,tertiary,no,1104,no,no,unknown,9,jun,352,1,-1,0,unknown,no,3.1363636363636362
43,management,married,secondary,no,373,yes,no,unknown,28,may,54,1,-1,0,unknown,no,6.907407407407407
60,retired,married,primary,no,414,no,no,unknown,8,may,395,1,-1,0,unknown,no,1.0481012658227848
29,blue-collar,single,secondary,no,922,yes,no,cellular,18,may,72,1,-1,0,unknown,no,12.805555555555555
34,blue-collar,married,unknown,no,568,yes,no,cellular,25,jul,256,1,-1,0,unknown,no,2.21875
34,services,married,secondary,no,-16,yes,yes,unknown,5,may,78,1,-1,0,unknown,no,-0.20512820512820512
48,admin.,married,secondary,no,476,no,no,unknown,5,jun,489,3,-1,0,unknown,no,0.9734151329243353
56,management,divorced,tertiary,no,382,no,no,cellular,19,nov,117,2,-1,0,unknown,no,3.264957264957265
49,blue-collar,married,secondary,no,298,yes,no,cellular,3,feb,392,3,-1,0,unknown,no,0.7602040816326531
41,housemaid,married,primary,no,365,no,no,cellular,8,aug,203,5,-1,0,unknown,no,1.7980295566502462
31,technician,married,secondary,no,-160,yes,no,cellular,14,jul,126,6,-1,0,unknown,no,-1.2698412698412698
32,technician,married,secondary,no,963,no,no,cellular,28,aug,15,13,-1,0,unknown,no,64.2
33,technician,divorced,secondary,no,2,yes,no,cellular,7,may,600,2,330,17,failure,no,0.0033333333333333335
32,management,married,tertiary,no,282,no,no,cellular,22,aug,92,2,-1,0,unknown,no,3.0652173913043477
56,management,married,tertiary,no,2551,yes,no,cellular,17,nov,150,2,-1,0,unknown,no,17.006666666666668
36,blue-collar,married,secondary,no,153,yes,no,cellular,8,may,263,1,171,2,failure,no,0.5817490494296578
49,technician,divorced,secondary,no,229,no,no,cellular,8,aug,219,2,-1,0,unknown,no,1.0456621004566211
58,housemaid,married,tertiary,no,497,no,no,unknown,11,jun,138,5,-1,0,unknown,no,3.601449275362319
33,services,single,secondary,no,1852,no,no,telephone,25,feb,371,1,204,3,other,no,4.991913746630728
50,admin.,divorced,secondary,no,-194,yes,no,cellular,13,apr,238,2,-1,0,unknown,no,-0.8151260504201681
39,technician,married,tertiary,no,108,no,no,cellular,28,may,589,3,28,2,other,no,0.1833616298811545
49,self-employed,married,secondary,no,2061,yes,yes,unknown,30,may,137,3,-1,0,unknown,no,15.043795620437956
28,student,single,secondary,no,949,yes,no,unknown,28,may,1730,1,-1,0,unknown,yes,0.5485549132947977
31,management,single,tertiary,no,2,no,no,cellular,8,aug,848,1,-1,0,unknown,yes,0.0023584905660377358
74,retired,married,primary,no,670,no,no,cellular,23,apr,266,5,-1,0,unknown,yes,2.518796992481203
38,services,married,secondary,no,1970,yes,no,cellular,30,apr,701,1,176,1,success,yes,2.810271041369472
29,blue-collar,single,secondary,no,734,yes,yes,cellular,30,apr,259,1,296,1,other,yes,2.833976833976834
25,services,single,secondary,no,1119,yes,no,cellular,18,may,1063,1,-1,0,unknown,yes,1.052681091251176
30,self-employed,single,tertiary,no,3343,no,no,cellular,1,jun,235,1,-1,0,unknown,yes,14.225531914893617
26,management,single,tertiary,no,1623,no,no,cellular,2,jun,479,1,-1,0,unknown,yes,3.3883089770354906
30,management,single,tertiary,no,5359,no,no,cellular,19,aug,145,1,84,2,success,yes,36.95862068965517
53,retired,divorced,tertiary,no,-309,yes,no,cellular,21,aug,343,2,428,2,success,yes,-0.9008746355685131
59,admin.,single,secondary,no,4744,no,no,cellular,4,sep,879,1,-1,0,unknown,yes,5.397042093287827
42,management,divorced,tertiary,no,238,no,no,cellular,25,sep,692,1,-1,0,unknown,yes,0.3439306358381503
28,management,single,tertiary,no,6784,no,no,cellular,1,oct,502,1,115,3,other,yes,13.51394422310757
32,management,single,tertiary,no,718,yes,no,cellular,29,dec,155,1,197,1,success,yes,4.632258064516129
26,unemployed,single,secondary,no,632,no,no,cellular,12,feb,218,1,-1,0,unknown,yes,2.8990825688073394
60,admin.,married,secondary,no,12980,no,no,cellular,5,mar,115,1,-1,0,unknown,yes,112.8695652173913
66,retired,married,secondary,no,154,no,no,cellular,15,jul,268,5,181,2,failure,yes,0.5746268656716418
61,retired,married,secondary,no,1058,no,no,cellular,27,jul,218,2,91,3,success,yes,4.853211009174312
34,management,single,tertiary,no,549,no,no,cellular,6,oct,1246,2,-1,0,unknown,yes,0.4406099518459069
44,management,married,tertiary,no,423,no,no,cellular,12,mar,2330,5,-1,0,unknown,yes,0.1815450643776824
42,admin.,divorced,secondary,no,527,no,yes,cellular,22,oct,181,1,185,1,success,yes,2.911602209944751
40,technician,married,secondary,no,2266,no,no,cellular,16,oct,447,1,147,5,failure,yes,5.069351230425056
30,management,single,tertiary,no,4889,no,no,cellular,11,aug,545,2,-1,0,unknown,yes,8.970642201834863
45,blue-collar,married,primary,no,804,yes,no,unknown,16,may,528,1,-1,0,unknown,yes,1.5227272727272727
40,admin.,married,secondary,no,-666,yes,no,unknown,27,may,107,2,-1,0,unknown,no,-6.224299065420561
28,admin.,single,secondary,no,520,yes,no,cellular,15,jun,29,1,-1,0,unknown,no,17.93103448275862
40,services,married,secondary,no,0,yes,yes,cellular,2,feb,226,2,-1,0,unknown,no,0.0
31,technician,single,secondary,no,205,yes,no,unknown,3,jun,342,2,-1,0,unknown,no,0.5994152046783626
52,management,married,secondary,no,5193,no,no,cellular,23,apr,477,2,-1,0,unknown,no,10.88679245283019
31,technician,single,secondary,no,137,no,no,cellular,27,aug,27,14,-1,0,unknown,no,5.074074074074074
28,admin.,married,secondary,no,0,yes,no,cellular,7,may,47,1,-1,0,unknown,no,0.0
34,admin.,single,secondary,no,1704,yes,no,unknown,15,may,218,2,-1,0,unknown,no,7.81651376146789
31,blue-collar,married,primary,no,-454,yes,yes,unknown,28,may,861,2,-1,0,unknown,no,-0.5272938443670151
41,unknown,single,tertiary,no,1567,no,no,cellular,1,jul,291,2,-1,0,unknown,no,5.384879725085911
26,technician,single,secondary,yes,-454,no,yes,cellular,18,jul,652,2,-1,0,unknown,no,-0.696319018404908
42,technician,divorced,secondary,no,-78,yes,yes,cellular,29,jul,10,23,-1,0,unknown,no,-7.8
27,management,single,tertiary,yes,0,yes,no,unknown,19,may,352,1,-1,0,unknown,no,0.0
33,student,single,unknown,no,5969,no,no,cellular,30,apr,110,1,83,7,failure,no,54.263636363636365
56,services,divorced,secondary,no,72,yes,yes,cellular,7,may,263,1,357,4,failure,no,0.2737642585551331
38,admin.,single,secondary,no,77,no,no,cellular,20,nov,441,4,-1,0,unknown,no,0.1746031746031746
27,blue-collar,single,secondary,no,317,yes,no,unknown,20,may,16,10,-1,0,unknown,no,19.8125
45,services,married,primary,no,2406,yes,yes,cellular,20,apr,108,2,-1,0,unknown,no,22.27777777777778
36,blue-collar,married,primary,no,973,yes,yes,unknown,23,may,293,1,-1,0,unknown,no,3.3208191126279862
38,admin.,single,unknown,no,446,yes,no,unknown,13,may,386,1,-1,0,unknown,no,1.1554404145077721
38,services,married,secondary,no,1313,no,no,unknown,17,jun,33,2,-1,0,unknown,no,39.78787878787879
45,technician,divorced,secondary,no,146,no,no,cellular,8,jul,216,1,-1,0,unknown,no,0.6759259259259259
41,blue-collar,married,secondary,no,4910,yes,no,cellular,3,apr,1090,1,-1,0,unknown,no,4.504587155963303
44,blue-collar,married,secondary,no,794,yes,no,cellular,5,feb,342,1,252,1,other,no,2.3216374269005846
41,management,married,tertiary,no,9,yes,no,cellular,22,jul,82,3,-1,0,unknown,no,0.10975609756097561
55,retired,married,tertiary,no,2929,no,no,unknown,16,jun,556,3,-1,0,unknown,no,5.267985611510792
56,technician,married,tertiary,no,73,no,no,cellular,21,aug,644,4,-1,0,unknown,yes,0.11335403726708075
32,services,single,secondary,no,5806,yes,no,cellular,20,nov,1503,2,-1,0,unknown,yes,3.8629407850964737
41,entrepreneur,married,primary,no,39,yes,no,cellular,21,nov,549,2,-1,0,unknown,yes,0.07103825136612021
26,technician,single,secondary,no,237,yes,no,cellular,4,may,1091,3,-1,0,unknown,yes,0.21723189734188816
39,admin.,single,secondary,no,2345,yes,no,cellular,8,may,491,2,344,2,failure,yes,4.775967413441955
34,management,single,tertiary,no,76,yes,no,cellular,13,may,747,2,371,3,failure,yes,0.10174029451137885
35,management,single,tertiary,no,1396,yes,no,cellular,13,may,809,1,300,1,failure,yes,1.7255871446229913
33,admin.,single,secondary,no,315,yes,yes,cellular,14,may,888,3,-1,0,unknown,yes,0.3547297297297297
31,blue-collar,single,secondary,no,239,yes,no,cellular,18,may,666,1,360,1,success,yes,0.3588588588588589
73,retired,married,unknown,no,3443,no,no,telephone,4,sep,770,3,-1,0,unknown,yes,4.4714285714285715
29,management,single,tertiary,no,1026,no,no,cellular,12,nov,226,1,92,1,other,yes,4.539823008849558
31,management,single,tertiary,no,9421,no,no,cellular,25,nov,372,1,-1,0,unknown,yes,25.3252688172043
38,technician,married,secondary,no,318,no,no,cellular,4,feb,383,1,181,5,failure,yes,0.8302872062663186
31,technician,single,secondary,no,846,no,no,cellular,26,may,405,3,205,2,failure,yes,2.088888888888889
53,admin.,single,secondary,no,654,no,no,unknown,10,jul,67,1,-1,0,unknown,yes,9.761194029850746
53,management,married,tertiary,no,3591,yes,no,cellular,5,aug,306,2,181,2,other,yes,11.735294117647058
28,admin.,single,secondary,no,136,no,no,cellular,16,jun,355,1,-1,0,unknown,yes,0.38309859154929576
32,blue-collar,single,secondary,no,217,yes,no,cellular,15,may,692,3,-1,0,unknown,yes,0.31358381502890176
35,technician,married,tertiary,no,7050,no,no,cellular,11,aug,222,3,182,4,success,yes,31.756756756756758
55,unemployed,divorced,secondary,no,387,yes,no,unknown,6,may,918,1,-1,0,unknown,yes,0.4215686274509804
32,technician,married,tertiary,no,3850,yes,no,cellular,20,apr,63,4,-1,0,unknown,no,61.111111111111114
39,technician,single,secondary,no,287,yes,no,cellular,14,jul,84,3,-1,0,unknown,no,3.4166666666666665
32,admin.,single,secondary,no,10218,yes,no,cellular,19,nov,149,2,-1,0,unknown,no,68.57718120805369
31,technician,divorced,secondary,no,304,no,no,cellular,2,feb,133,2,-1,0,unknown,no,2.2857142857142856
53,management,married,tertiary,no,12,no,no,cellular,27,aug,345,10,-1,0,unknown,no,0.034782608695652174
57,blue-collar,married,primary,no,0,no,no,unknown,9,jun,73,2,-1,0,unknown,no,0.0
49,management,married,tertiary,no,3842,no,no,cellular,5,apr,163,1,186,3,failure,no,23.570552147239265
40,management,single,tertiary,no,257,no,no,cellular,1,feb,147,1,209,1,failure,no,1.748299319727891
52,blue-collar,married,secondary,no,408,no,no,cellular,29,jan,338,2,-1,0,unknown,no,1.2071005917159763
39,admin.,married,primary,no,444,yes,no,cellular,8,may,374,2,-1,0,unknown,no,1.1871657754010696
36,blue-collar,married,secondary,no,1088,yes,no,cellular,13,may,77,2,345,2,failure,no,14.12987012987013
32,admin.,single,secondary,no,-32,no,no,cellular,29,jan,320,1,185,5,other,no,-0.1
42,management,divorced,secondary,no,-272,no,no,cellular,8,jul,186,1,-1,0,unknown,no,-1.4623655913978495
36,blue-collar,married,secondary,no,0,no,no,cellular,15,jul,794,1,-1,0,unknown,no,0.0
56,management,married,tertiary,no,705,no,no,cellular,19,nov,164,2,-1,0,unknown,no,4.298780487804878
33,technician,married,secondary,no,0,no,no,cellular,25,aug,296,8,-1,0,unknown,no,0.0
26,technician,single,secondary,no,0,no,yes,cellular,30,jul,65,26,-1,0,unknown,no,0.0
60,retired,married,primary,no,55,no,no,cellular,4,jun,207,1,-1,0,unknown,no,0.26570048309178745
37,blue-collar,married,primary,no,178,yes,yes,unknown,9,jun,72,1,-1,0,unknown,no,2.4722222222222223
55,management,divorced,tertiary,no,8044,yes,no,cellular,11,may,175,5,333,19,other,no,45.965714285714284
35,management,married,tertiary,no,2682,yes,no,cellular,9,jul,156,1,-1,0,unknown,no,17.192307692307693
50,entrepreneur,married,secondary,no,854,no,no,cellular,16,apr,198,1,-1,0,unknown,no,4.313131313131313
